latitude,longitude
40.8689022,-73.8303521
40.7061798,-74.0191064
40.7845399,-73.9474136
40.67087919017319,-73.93752698259117
40.64905391223719,-73.93403447222816
40.7511804,-73.9986174
40.6653642,-73.98916064500983
40.5861763,-73.8866088
40.750402742020924,-73.81992376148735
40.684456294753154,-73.85038660942008
40.74845098199076,-73.93885084206852
60.125191193798905,23.54147292850286
40.78626031705972,-73.97561327717379
40.6649524,-73.8415274
45.724782762500006,15.578745675
40.734054466930914,-73.7214384458464
40.7010255,-73.9306434
40.76256800285421,-73.9136816500223
40.66242467337923,-73.95287674388389
40.75138380355085,-73.88316205308566
40.73974738596684,-73.8784844323861
40.6080861,-73.752489
40.66242467337923,-73.95287674388389
40.69786870749593,-73.75810015035538
18.496607,-69.884147
40.677301464650164,-73.77948406173536
40.8689022,-73.8303521
40.7381584,-73.7963654
40.63264936305981,-73.99660151999923
24.8267,121.0128333
40.734054466930914,-73.7214384458464
40.67746845,-73.92582146688609
45.34242977482233,7.956081761571425
40.77702246805758,-73.9809603554315
40.7598432,-73.8458527
50.260637723660366,28.68310808526215
40.59384993867644,-73.79675755987813
40.6653642,-73.98916064500983
40.760867608008226,-73.79591979915901
40.6961232,-73.994553
40.744088724380504,-73.92105560796266
40.78593196319318,-73.84477770396484
40.63979875,-74.07574570091533
40.7065125,-74.0144175
24.8066333,120.9686833
40.8226715,-73.8673925
40.773604897102764,-73.95651015689991
40.5758591,-74.140513
40.64905391223719,-73.93403447222816
40.8728056,-73.9116935
25.11430425,121.70761649365586
18.496607,-69.884147
45.17411181016806,7.83177429658718
40.69957684438861,-73.80840069322795
24.998177265497592,121.55480072264973
40.727128,-73.9181946
40.8143307,-73.8132314
40.77104268403094,-73.92467807907802
40.697783,-73.7986351
40.675362747345645,-73.81506768875565
40.7061798,-74.0191064
40.67087919017319,-73.93752698259117
40.8401201,-73.9211117
40.55195888867746,-74.15069905656522
40.59384993867644,-73.79675755987813
39.4663231,-6.3681342
40.7598432,-73.8458527
40.86156201215583,-73.88877720559533
40.7845399,-73.9474136
40.76256800285421,-73.9136816500223
18.496607,-69.884147
40.609344,-74.076293
40.67662966820061,-73.79621095322705
